signal_date,ticker,name,theme_id,theme_name,valid_universe,fundamental_pass,market_attention_member,eligible_pool_member,fiscal_period,available_date,current_assets,current_liabilities,current_ratio,source_quality,parser_status,pit_timing_policy,full_universe_materialized,current_ratio_available,current_ratio_contract_scope,inventory_risk_available,receivable_risk_available,operating_cash_flow_quality_available,free_cash_flow_quality_available,free_float_market_cap_available,exact_market_cap_available,full_sector_pit_available,forward_return_as_rule,diagnostic_only,not_live_rule
2015-01-09,1220,台榮,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1225,福懋油,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1227,佳格,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1229,聯華,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1231,聯華食,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1232,大統益,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1233,天仁,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1234,黑松,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1235,興泰,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1236,宏亞,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1256,F-鮮活,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1258,F-其祥,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1259,安心,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1262,綠悅-KY,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1301,台塑,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1303,南亞,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1304,台聚,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1305,華夏,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1307,三芳,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1308,亞聚,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1309,台達化,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1310,台苯,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1312,國喬,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1313,聯成,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1314,中石化,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1315,達新,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1316,上曜,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1319,東陽,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1321,大洋,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1323,永裕,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1324,地球,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1325,恆大,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1326,台化,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1333,恩得利,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1336,台翰,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1337,再生-KY,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1338,廣華-KY,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1339,昭輝,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1340,勝悅-KY,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1402,遠東新,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1409,新纖,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1410,南染,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1413,宏洲,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1414,東和,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1416,廣豐,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1417,嘉裕,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1418,東華,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1419,新紡,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1423,利華,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1432,大魯閣,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1434,福懋,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1435,中福,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1436,華友聯,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1437,勤益控,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1438,三地開發,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1439,雋揚,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1440,南紡,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1441,大東,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1442,名軒,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1443,立益物流,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1444,力麗,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1445,大宇,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1446,宏和,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1447,力鵬,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1451,年興,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1452,宏益,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1453,大將,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1454,台富,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1455,集盛,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1456,怡華,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1457,宜進,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1459,聯發,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1460,宏遠,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1463,強盛新,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1464,得力,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1465,偉全,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1466,聚隆,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1467,南緯,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1468,昶和,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1469,理隆,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1471,首利,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1472,三洋實業,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1473,台南,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,1474,弘裕,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,2308,台達電,ai_server_hardware,AI server,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-09,2317,鴻海,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1101,台泥,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1102,亞泥,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1103,嘉泥,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1104,環泥,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1108,幸福,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1109,信大,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1110,東泥,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1201,味全,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1203,味王,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1210,大成,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1213,大飲,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1215,卜蜂,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1216,統一,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1217,愛之味,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1218,泰山,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1219,福壽,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1220,台榮,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1225,福懋油,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1227,佳格,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1229,聯華,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1231,聯華食,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1232,大統益,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1233,天仁,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1234,黑松,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1235,興泰,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1236,宏亞,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1256,F-鮮活,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1258,F-其祥,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1259,安心,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1262,綠悅-KY,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1301,台塑,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1303,南亞,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1304,台聚,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1305,華夏,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1307,三芳,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1308,亞聚,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1309,台達化,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1310,台苯,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1312,國喬,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1313,聯成,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1314,中石化,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1315,達新,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1316,上曜,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1319,東陽,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,True,True,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1321,大洋,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
2015-01-16,1323,永裕,non_ai_unclassified_proxy,non-AI unclassified proxy,True,True,False,False,,,,,,,,,,False,sample_only_not_full_universe,False,False,False,False,False,False,False,False,True,True
