decision_date,execution_date,selected_ticker,challenger_ticker,selected_action,action_reason,regime,selected_name,lifecycle_state,base_score,total_confidence,history_ready,price_core_valid,block_A,block_B,block_C,block_D,block_E,block_F,watch_semantics,controller_threshold_profile,controller_adjusted_score_threshold,cost_model,slippage_bp_per_side,canonical_action_authority,candidate_matrix_placeholder_authority,selected_target_ready,prior_target,transition_type,base_transition_cost_rate,gross_exposure,close,source_quality,actual_execution_date,execution_timing_status,execution_price_ready
2023-08-18,2023-08-21,2353,2353,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,宏碁,healthy_rise,73.8562865497076,1.0,True,True,82.22222222222223,67.66666666666666,86.84210526315789,63.40058479532164,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2353,hold_same,0.0,1.0,37.95,official_twse_raw_execution_ohlcv,2023-08-21,exact_next_day,True
2023-08-21,2023-08-22,3583,3583,forced_replacement,invalid_or_weak_incumbent,ordinary_market,辛耘,healthy_rise,71.11038011695906,1.0,True,True,84.44444444444444,95.33333333333334,77.79605263157895,17.304093567251467,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2353,stock_to_stock,0.00785,1.0,244.0,official_twse_raw_execution_ohlcv,2023-08-22,exact_next_day,True
2023-08-22,2023-08-23,3583,3689,hold_incumbent,switch_gate_not_all_pass,ordinary_market,辛耘,healthy_rise,67.52733918128655,1.0,True,True,68.8888888888889,95.0,79.76973684210526,11.970760233918131,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,3583,hold_same,0.0,1.0,246.0,official_twse_raw_execution_ohlcv,2023-08-23,exact_next_day,True
2023-08-23,2023-08-24,3583,3583,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,辛耘,healthy_rise,69.84195906432747,1.0,True,True,83.1111111111111,94.66666666666666,79.11184210526316,9.760233918128655,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,3583,hold_same,0.0,1.0,241.0,official_twse_raw_execution_ohlcv,2023-08-24,exact_next_day,True
2023-08-24,2023-08-25,3583,2376,hold_incumbent,switch_gate_not_all_pass,ordinary_market,辛耘,healthy_rise,64.72002923976608,1.0,True,True,56.44444444444444,94.0,75.16447368421053,17.321637426900587,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,3583,hold_same,0.0,1.0,226.0,official_twse_raw_execution_ohlcv,2023-08-25,exact_next_day,True
2023-08-25,2023-08-28,3583,3661,hold_incumbent,switch_gate_not_all_pass,ordinary_market,辛耘,healthy_rise,63.65599415204679,1.0,True,True,49.77777777777777,92.33333333333334,74.67105263157895,21.997076023391813,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,3583,hold_same,0.0,1.0,217.0,official_twse_raw_execution_ohlcv,2023-08-28,exact_next_day,True
2023-08-28,2023-08-29,1519,1519,forced_replacement,invalid_or_weak_incumbent,ordinary_market,華城,healthy_rise,71.10742766005924,1.0,True,True,95.6140350877193,99.34210526315788,67.85714285714286,10.298473456368194,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,3583,stock_to_stock,0.00785,1.0,289.0,official_twse_raw_execution_ohlcv,2023-08-29,exact_next_day,True
2023-08-29,2023-08-30,1519,2402,hold_incumbent,switch_gate_not_all_pass,ordinary_market,華城,overheat_warning,65.1455058099795,1.0,True,True,90.78947368421052,100.0,66.88311688311688,2.406584643426754,55.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,1519,hold_same,0.0,1.0,293.0,official_twse_raw_execution_ohlcv,2023-08-30,exact_next_day,True
2023-08-30,2023-08-31,1519,2402,hold_incumbent,switch_gate_not_all_pass,ordinary_market,華城,overheat_warning,67.1429710640237,1.0,True,True,94.29824561403508,98.68421052631578,74.02597402597402,3.2752335383914377,55.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,1519,hold_same,0.0,1.0,299.5,official_twse_raw_execution_ohlcv,2023-08-31,exact_next_day,True
2023-08-31,2023-09-01,1519,2402,hold_incumbent,switch_gate_not_all_pass,ordinary_market,華城,overheat_warning,67.51321485532011,1.0,True,True,95.17543859649123,99.01315789473684,74.83766233766234,3.0530872636135817,55.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,1519,hold_same,0.0,1.0,292.5,official_twse_raw_execution_ohlcv,2023-09-01,exact_next_day,True
2023-09-01,2023-09-04,1519,2402,hold_incumbent,switch_gate_not_all_pass,ordinary_market,華城,healthy_rise,70.13311688311688,1.0,True,True,86.84210526315788,99.01315789473684,71.1038961038961,11.60856687172477,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,1519,hold_same,0.0,1.0,300.0,official_twse_raw_execution_ohlcv,2023-09-04,exact_next_day,True
2023-09-04,2023-09-05,9958,9958,forced_replacement,invalid_or_weak_incumbent,ordinary_market,世紀鋼,healthy_rise,69.34598734598735,1.0,True,True,92.2077922077922,83.76623376623377,55.92948717948718,39.76856476856477,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,1519,stock_to_stock,0.00785,1.0,165.0,official_twse_raw_execution_ohlcv,2023-09-05,exact_next_day,True
2023-09-05,2023-09-06,9958,2436,hold_incumbent,switch_gate_not_all_pass,ordinary_market,世紀鋼,healthy_rise,65.26548451548452,1.0,True,True,77.4891774891775,79.54545454545455,56.25,37.39038739038739,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,9958,hold_same,0.0,1.0,,,2023-09-06,hold_same_no_trade_prior_official_mark,True
2023-09-06,2023-09-07,6274,6274,forced_replacement,invalid_or_weak_incumbent,ordinary_market,台燿,healthy_rise,70.27323717948718,1.0,True,True,72.91666666666667,84.375,69.23076923076923,53.125,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,9958,stock_to_stock,0.00785,1.0,135.0,official_tpex_raw_execution_ohlcv,2023-09-07,exact_next_day,True
2023-09-07,2023-09-08,6274,6274,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,台燿,healthy_rise,70.51247436773752,1.0,True,True,84.21052631578948,88.8157894736842,62.33766233766234,42.931191615402135,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,6274,hold_same,0.0,1.0,129.0,official_tpex_raw_execution_ohlcv,2023-09-08,exact_next_day,True
2023-09-08,2023-09-11,6274,3548,hold_incumbent,switch_gate_not_all_pass,ordinary_market,台燿,healthy_rise,69.56778309409889,1.0,True,True,70.6140350877193,90.13157894736842,62.98701298701299,52.141717931191614,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,6274,hold_same,0.0,1.0,116.5,official_tpex_raw_execution_ohlcv,2023-09-11,exact_next_day,True
2023-09-11,2023-09-12,2436,2436,forced_replacement,invalid_or_weak_incumbent,strong_market,偉詮電,healthy_rise,70.27850877192982,1.0,True,True,91.2280701754386,89.14473684210527,67.4342105263158,24.78070175438597,80.0,50.0,not_applicable,entry0.9_replacement1.2,6.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,6274,stock_to_stock,0.00785,1.0,74.1,official_twse_raw_execution_ohlcv,2023-09-12,exact_next_day,True
2023-09-12,2023-09-13,2436,3661,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,66.00219298245615,1.0,True,True,71.49122807017544,87.5,67.92763157894737,24.122807017543863,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,72.9,official_twse_raw_execution_ohlcv,2023-09-13,exact_next_day,True
2023-09-13,2023-09-14,2436,3661,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,64.09429824561404,1.0,True,True,66.22807017543859,84.53947368421052,66.28289473684211,24.56140350877193,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,74.5,official_twse_raw_execution_ohlcv,2023-09-14,exact_next_day,True
2023-09-14,2023-09-15,2436,3661,hold_incumbent,switch_gate_not_all_pass,strong_market,偉詮電,healthy_rise,63.2888888888889,1.0,True,True,65.77777777777779,84.66666666666666,62.16666666666667,25.111111111111104,80.0,50.0,not_applicable,entry0.9_replacement1.2,6.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,74.0,official_twse_raw_execution_ohlcv,2023-09-15,exact_next_day,True
2023-09-15,2023-09-18,2436,3661,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,60.9,1.0,True,True,54.66666666666666,83.33333333333334,61.16666666666667,27.111111111111104,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,73.7,official_twse_raw_execution_ohlcv,2023-09-18,exact_next_day,True
2023-09-18,2023-09-19,2436,3661,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,62.32538136968517,1.0,True,True,53.84615384615385,83.97435897435898,69.9367088607595,25.15958022287136,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,72.2,official_twse_raw_execution_ohlcv,2023-09-19,exact_next_day,True
2023-09-19,2023-09-20,2436,1319,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,59.370846356887625,1.0,True,True,39.31623931623932,82.69230769230768,69.69394832668631,26.868981932273076,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,70.8,official_twse_raw_execution_ohlcv,2023-09-20,exact_next_day,True
2023-09-20,2023-09-21,2436,1319,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,61.36303148328465,1.0,True,True,46.15384615384615,84.61538461538461,69.9367088607595,28.145623715243968,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,68.8,official_twse_raw_execution_ohlcv,2023-09-21,exact_next_day,True
2023-09-21,2023-09-22,2436,1319,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,61.30677269284863,1.0,True,True,45.72649572649573,83.01282051282051,70.56962025316456,29.63323596234989,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,68.9,official_twse_raw_execution_ohlcv,2023-09-22,exact_next_day,True
2023-09-22,2023-09-25,2436,1319,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,59.33230552850806,1.0,True,True,36.32478632478632,82.05128205128206,69.9367088607595,31.131667207616577,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,68.3,official_twse_raw_execution_ohlcv,2023-09-25,exact_next_day,True
2023-09-25,2023-09-26,2436,1522,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,57.98750405712431,1.0,True,True,32.05128205128205,85.25641025641025,63.60759493670885,32.02964405496051,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,67.0,official_twse_raw_execution_ohlcv,2023-09-26,exact_next_day,True
2023-09-26,2023-09-27,2436,6732,hold_incumbent,switch_gate_not_all_pass,weak_market,偉詮電,healthy_rise,56.394677052904896,1.0,True,True,29.487179487179485,83.33333333333334,59.651898734177216,32.66796494644596,80.0,50.0,not_applicable,entry1.1_replacement0.8,4.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,67.7,official_twse_raw_execution_ohlcv,2023-09-27,exact_next_day,True
2023-09-27,2023-09-28,2436,1522,hold_incumbent,switch_gate_not_all_pass,weak_market,偉詮電,healthy_rise,54.563561614194526,1.0,True,True,20.94017094017094,84.2948717948718,57.12025316455696,33.95001622849724,80.0,50.0,not_applicable,entry1.1_replacement0.8,4.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,67.5,official_twse_raw_execution_ohlcv,2023-09-28,exact_next_day,True
2023-09-28,2023-10-02,2436,1522,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,51.00735691874932,1.0,True,True,11.111111111111107,79.48717948717949,52.37341772151898,36.08676836524938,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,69.0,official_twse_raw_execution_ohlcv,2023-10-02,exact_next_day,True
2023-10-02,2023-10-03,2436,1560,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,49.41898148148148,1.0,True,True,21.29629629629629,65.625,47.56944444444445,36.80555555555556,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,71.0,official_twse_raw_execution_ohlcv,2023-10-03,exact_next_day,True
2023-10-03,2023-10-04,2436,1560,hold_incumbent,switch_gate_not_all_pass,ordinary_market,偉詮電,healthy_rise,55.36805555555556,1.0,True,True,47.22222222222223,69.09722222222223,51.38888888888889,32.175925925925924,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,hold_same,0.0,1.0,70.9,official_twse_raw_execution_ohlcv,2023-10-04,exact_next_day,True
2023-10-04,2023-10-05,1560,1560,switch_to_challenger,margin_blocks_incumbent_weakened,weak_market,中砂,healthy_rise,74.6736111111111,1.0,True,True,98.6111111111111,90.625,72.22222222222221,35.879629629629626,80.0,50.0,not_applicable,entry1.1_replacement0.8,4.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,2436,stock_to_stock,0.00785,1.0,154.5,official_twse_raw_execution_ohlcv,2023-10-05,exact_next_day,True
2023-10-05,2023-10-06,1560,1560,hold_incumbent,valid_incumbent_no_better_challenger,ordinary_market,中砂,healthy_rise,73.57534246575342,1.0,True,True,91.78082191780824,89.38356164383562,73.28767123287672,37.89954337899544,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,1560,hold_same,0.0,1.0,157.0,official_twse_raw_execution_ohlcv,2023-10-06,exact_next_day,True
2023-10-06,2023-10-11,1560,2454,hold_incumbent,switch_gate_not_all_pass,ordinary_market,中砂,healthy_rise,72.0,1.0,True,True,90.4109589041096,91.43835616438356,70.54794520547945,30.13698630136987,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,1560,hold_same,0.0,1.0,64.6,official_twse_raw_execution_ohlcv,2023-10-11,exact_next_day,True
2023-10-11,2023-10-12,3325,3325,forced_replacement,invalid_or_weak_incumbent,ordinary_market,旭品,healthy_rise,73.65194040194041,1.0,True,True,92.34234234234236,95.27027027027026,61.863305613305606,45.04504504504504,80.0,50.0,not_applicable,entry1.0_replacement1.0,5.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,1560,stock_to_stock,0.00785,1.0,37.4,official_tpex_raw_execution_ohlcv,2023-10-12,exact_next_day,True
2023-10-12,2023-10-13,3325,3715,hold_incumbent,switch_gate_not_all_pass,strong_market,旭品,healthy_rise,68.15047233468286,1.0,True,True,61.84210526315789,80.59210526315789,63.94230769230769,65.8344579397211,80.0,50.0,not_applicable,entry0.9_replacement1.2,6.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,3325,hold_same,0.0,1.0,36.75,official_tpex_raw_execution_ohlcv,2023-10-13,exact_next_day,True
2023-10-13,2023-10-16,3325,3715,hold_incumbent,switch_gate_not_all_pass,strong_market,旭品,healthy_rise,67.48582995951418,1.0,True,True,60.96491228070175,78.28947368421053,63.30128205128205,66.49797570850203,80.0,50.0,not_applicable,entry0.9_replacement1.2,6.0,EP05_taiwan_standard_fee_tax_v1,10,True,False,True,3325,hold_same,0.0,1.0,35.5,official_tpex_raw_execution_ohlcv,2023-10-16,exact_next_day,True
